-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2001 through 01/01/2023 
Location: Latitude  24.87   Longitude 67.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M_RANGE             MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M                   MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,T2MDEW,T2MWET,TS,T2M_RANGE,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WD10M,WS50M_RANGE,WD50M
2019,12,16,3.97,4.0,0.62,331.71,71.54,73.07,0.76,9.43,14.1,19.98,8.77,7.39,56.38,0.0,101.39,2.24,62.88,3.41,61.5
2019,12,17,4.04,4.21,0.63,323.42,72.92,76.84,0.86,8.05,13.12,19.37,9.59,6.71,54.12,0.0,101.47,1.86,68.5,1.52,67.31
2019,12,18,4.41,4.36,0.7,326.23,80.78,81.07,0.99,6.97,13.3,20.15,10.09,6.23,45.5,0.0,101.33,3.84,84.75,5.52,84.56
2019,12,19,4.14,4.19,0.65,339.69,75.65,77.61,0.92,11.19,16.12,21.44,7.87,8.54,55.06,0.0,101.07,2.23,182.31,3.3,198.12
2019,12,20,4.05,4.01,0.64,356.59,75.28,75.55,0.88,13.44,17.92,22.49,8.38,9.77,59.5,0.0,100.88,3.65,154.0,4.79,155.19
2019,12,21,4.28,4.24,0.67,335.38,78.42,78.74,0.91,8.89,14.84,21.08,9.16,7.26,49.06,0.0,100.96,4.19,61.12,6.5,62.19
2019,12,22,4.35,4.3,0.68,322.43,78.66,78.95,0.87,5.7,12.6,19.79,10.03,5.8,43.0,0.0,101.14,3.96,49.38,5.09,49.12
2019,12,23,4.08,4.22,0.64,314.0,70.58,73.91,0.74,4.98,12.05,19.12,10.95,5.55,42.25,0.0,101.03,3.09,98.19,4.5,100.5
2019,12,24,4.46,4.42,0.7,303.97,78.55,78.84,0.85,4.3,11.65,19.16,10.11,5.37,40.75,0.0,101.09,2.17,21.69,2.93,23.88
2019,12,25,4.47,4.42,0.7,302.04,78.35,78.5,0.84,2.38,10.36,18.41,10.13,4.58,36.56,0.0,101.19,1.77,44.5,1.31,44.38
2019,12,26,4.42,4.38,0.7,301.19,76.0,76.28,0.77,2.96,10.76,18.43,9.55,4.82,37.38,0.0,101.15,2.42,139.56,3.57,138.0
2019,12,27,4.49,4.53,0.7,301.83,79.1,80.66,0.85,3.65,11.38,18.72,10.82,5.13,39.81,0.0,101.06,3.3,97.19,4.62,95.44
2019,12,28,4.51,4.47,0.7,304.05,80.05,80.41,0.96,3.36,10.88,18.51,10.69,5.0,39.75,0.0,101.06,2.62,66.25,3.94,65.0
2019,12,29,4.28,4.27,0.67,305.0,75.01,75.8,0.95,3.63,10.78,18.66,10.56,5.0,41.12,0.0,101.15,3.23,50.5,4.27,49.75
2019,12,30,4.05,4.0,0.63,308.44,69.7,69.91,0.82,5.12,10.98,18.24,10.48,5.62,48.12,0.0,101.14,4.08,121.62,5.79,121.81
2019,12,31,4.07,4.06,0.63,312.99,71.05,71.73,0.8,4.34,10.59,18.12,10.34,5.31,46.12,0.0,101.12,3.73,69.25,5.39,65.56
2020,1,1,3.57,4.41,0.55,325.77,65.01,79.87,0.81,2.19,8.58,16.81,8.95,4.64,45.38,0.0,101.27,3.6,58.06,2.93,56.81
2020,1,2,3.17,3.38,0.49,339.34,54.59,58.7,0.52,3.54,9.74,17.83,10.01,5.0,45.88,0.0,101.46,4.16,52.38,5.28,51.88
2020,1,3,3.26,3.23,0.51,332.13,54.29,54.66,0.48,6.8,12.26,18.78,10.47,6.16,50.38,0.0,101.4,3.38,159.94,4.34,160.62
2020,1,4,3.89,3.84,0.6,346.01,69.72,69.88,0.73,14.27,17.08,20.38,7.31,10.19,71.44,0.0,101.14,1.75,280.88,3.03,282.06
2020,1,5,3.9,3.94,0.6,344.85,70.33,71.84,0.84,15.46,17.96,21.02,7.62,10.99,75.38,0.0,101.0,2.36,194.12,3.32,194.12
2020,1,6,3.72,4.04,0.57,339.91,67.1,72.98,0.84,11.38,16.08,20.9,8.52,8.61,59.19,0.0,100.97,3.12,138.0,3.89,136.38
2020,1,7,2.52,3.81,0.38,354.57,46.5,68.97,0.66,10.18,14.12,19.12,6.79,7.75,61.62,0.05,101.07,4.95,44.69,4.84,45.25
2020,1,8,4.7,4.68,0.72,309.97,83.59,84.09,1.08,3.22,10.25,18.74,9.06,5.07,44.31,0.0,101.08,4.52,100.69,6.41,100.56
2020,1,9,4.98,4.94,0.76,287.16,87.32,87.57,1.12,-1.59,7.51,17.26,10.73,3.54,31.88,0.0,101.29,3.28,81.94,4.94,80.62
2020,1,10,4.6,4.61,0.7,313.45,83.82,84.84,1.09,1.31,8.98,17.69,10.35,4.33,38.12,0.0,101.27,3.46,61.44,2.85,60.75
2020,1,11,4.28,4.27,0.65,335.68,77.88,78.5,1.03,2.99,10.33,18.84,10.13,4.88,40.44,0.0,101.05,5.31,74.44,4.87,74.38
2020,1,12,2.99,4.03,0.45,368.2,55.22,73.67,0.79,9.71,13.53,19.28,10.25,7.93,64.12,0.93,100.72,4.36,166.69,4.82,166.94
2020,1,13,4.8,4.75,0.72,322.12,87.37,87.55,1.01,5.51,10.51,17.82,9.73,5.8,55.62,0.01,100.79,4.05,216.19,5.73,231.25
2020,1,14,4.94,4.89,0.73,294.16,88.3,88.45,1.02,0.23,7.58,17.08,9.75,4.03,39.38,0.0,100.89,4.95,201.19,7.12,187.56
2020,1,15,4.71,4.7,0.7,302.56,84.22,84.98,0.94,1.98,8.79,17.09,9.68,4.52,42.94,0.0,101.1,2.99,157.81,4.51,143.5
2020,1,16,4.84,4.8,0.72,295.94,85.82,86.08,0.9,3.48,9.55,17.35,10.34,4.94,47.69,0.0,101.16,3.92,172.44,5.27,174.38
2020,1,17,4.83,4.79,0.71,300.15,85.68,85.87,0.88,5.19,11.08,17.61,7.39,5.49,47.25,0.0,101.12,2.6,261.31,3.47,258.94
2020,1,18,4.93,4.89,0.72,297.34,86.99,87.26,0.93,0.44,8.76,17.58,11.19,4.03,35.81,0.0,101.17,4.0,63.5,4.73,63.19
2020,1,19,4.75,4.75,0.7,303.01,84.34,85.16,0.88,-1.65,8.01,17.87,10.84,3.48,29.06,0.0,101.29,4.18,63.31,3.98,62.81
2020,1,20,4.72,4.75,0.69,309.12,83.7,84.98,0.92,2.2,9.93,18.5,9.64,4.7,39.0,0.0,101.12,3.39,152.94,4.95,152.62
2020,1,21,4.74,4.72,0.69,323.39,87.59,88.12,0.97,11.59,15.57,20.23,8.38,8.54,62.12,0.0,101.05,3.08,192.38,4.27,194.75
2020,1,22,4.51,4.46,0.65,312.01,80.09,80.21,0.85,7.44,13.25,19.48,9.49,6.53,49.06,0.0,101.41,2.74,55.44,2.15,54.75
2020,1,23,4.69,4.66,0.67,313.66,84.34,84.87,0.98,8.11,13.26,19.23,10.73,6.77,53.88,0.0,101.4,3.84,62.75,2.83,62.0
2020,1,24,4.91,4.88,0.7,312.15,88.42,88.7,1.1,8.5,13.71,19.91,11.19,6.96,54.5,0.0,101.2,4.73,147.44,6.59,145.12
2020,1,25,3.9,4.71,0.55,349.96,74.07,88.77,0.95,12.48,16.27,20.51,9.64,9.16,64.56,0.0,101.01,1.5,281.94,2.12,283.06
2020,1,26,4.59,4.62,0.65,356.12,85.92,87.22,1.02,15.31,18.6,22.34,9.73,11.05,71.06,0.01,100.75,4.69,289.81,6.51,290.19
2020,1,27,4.63,4.78,0.65,342.96,86.79,90.1,1.16,9.95,15.21,21.03,6.85,7.81,53.19,0.02,100.59,3.89,288.94,5.05,288.81
2020,1,28,5.03,5.01,0.7,308.89,89.98,90.32,1.21,4.24,10.8,18.84,7.8,5.25,44.0,0.0,100.68,4.98,293.25,7.66,293.56
2020,1,29,5.39,5.36,0.75,300.03,95.87,96.13,1.34,2.76,10.05,18.62,11.47,4.82,41.75,0.0,100.99,3.25,289.94,4.77,292.06
2020,1,30,5.18,5.14,0.71,303.02,93.05,93.2,1.35,3.91,10.94,18.39,10.55,5.19,42.69,0.0,101.19,4.41,169.19,5.01,168.5
2020,1,31,5.35,5.31,0.73,305.97,96.22,96.36,1.39,7.61,12.71,18.69,9.66,6.59,54.31,0.0,101.02,2.19,297.0,3.09,297.69
2020,2,1,5.19,5.15,0.71,306.74,92.53,92.69,1.34,4.34,11.49,18.83,11.38,5.49,43.44,0.0,101.14,5.55,97.38,6.12,92.31
2020,2,2,5.19,5.17,0.7,306.49,92.9,93.27,1.35,2.26,10.62,19.05,10.91,4.64,36.06,0.0,101.32,3.36,145.88,4.53,148.38
2020,2,3,5.18,5.14,0.7,318.92,93.98,94.16,1.38,9.68,14.15,19.91,9.43,7.69,59.81,0.02,101.18,3.63,268.75,5.21,269.81
2020,2,4,4.85,5.05,0.65,342.31,89.49,93.66,1.13,11.5,15.87,20.58,9.1,8.61,61.19,2.53,100.93,4.34,190.56,5.06,179.19
2020,2,5,5.26,5.22,0.7,321.88,95.91,96.04,1.21,6.69,12.9,19.44,9.61,6.23,47.25,0.0,101.14,4.62,148.38,4.76,150.31
2020,2,6,5.18,5.15,0.69,319.23,93.26,93.46,1.27,9.28,14.12,19.69,9.56,7.45,56.75,0.0,101.08,2.62,293.94,4.13,295.44
2020,2,7,5.6,5.56,0.73,318.92,101.91,102.12,1.44,7.34,13.76,19.79,10.99,6.96,50.44,0.0,101.14,5.39,133.44,6.23,105.06
2020,2,8,5.65,5.62,0.74,304.15,100.4,100.73,1.26,3.1,11.43,20.03,11.95,5.13,39.0,0.0,101.4,3.91,146.69,5.31,150.38
2020,2,9,5.49,5.46,0.71,302.92,95.9,96.15,1.2,5.99,12.9,20.07,11.48,6.23,48.38,0.0,101.36,3.8,175.38,5.52,175.12
2020,2,10,5.75,5.72,0.74,313.3,104.63,104.87,1.44,3.64,11.87,20.08,11.44,5.31,39.06,0.0,101.13,3.98,64.94,5.42,67.0
2020,2,11,5.52,5.48,0.71,333.59,101.65,101.8,1.34,3.56,12.48,21.15,12.26,5.37,35.38,0.0,101.06,3.77,72.56,4.73,72.94
2020,2,12,5.02,5.04,0.64,349.49,92.06,93.17,1.3,4.34,13.63,22.42,11.62,5.55,32.88,0.0,101.2,4.47,73.94,5.24,75.06
2020,2,13,4.87,5.01,0.62,358.55,89.95,93.02,1.26,11.27,16.83,22.78,9.46,8.85,53.81,0.0,101.22,3.12,257.62,5.05,258.69
2020,2,14,5.33,5.39,0.67,347.15,97.8,99.38,1.38,10.59,16.17,22.67,10.16,8.3,54.56,0.0,101.02,3.25,194.62,4.41,195.38
2020,2,15,5.78,5.75,0.73,328.39,104.45,104.69,1.49,10.97,16.27,22.5,11.18,8.42,56.25,0.0,100.94,3.19,247.31,5.35,248.44
2020,2,16,5.84,5.81,0.73,314.95,103.01,103.12,1.49,7.26,14.9,22.83,14.13,7.14,47.06,0.0,101.01,2.63,198.44,4.03,197.75
2020,2,17,5.77,5.74,0.72,320.09,101.77,102.03,1.41,4.45,14.26,23.36,13.83,5.92,36.06,0.0,101.08,3.43,188.06,4.86,185.94
2020,2,18,5.1,5.5,0.62,339.37,91.32,98.2,1.37,5.25,14.58,23.83,12.33,6.23,36.75,0.0,100.93,3.8,162.81,5.98,164.69
2020,2,19,5.66,5.75,0.7,332.76,100.73,102.74,1.49,11.33,17.51,23.94,13.05,9.22,55.88,0.0,100.58,2.59,299.75,4.4,301.38
2020,2,20,5.88,5.88,0.72,324.33,104.56,105.12,1.38,2.8,12.85,23.21,11.59,5.07,30.5,0.0,100.56,5.22,122.62,8.03,124.81
2020,2,21,5.27,5.38,0.64,332.47,94.16,96.57,1.19,5.74,14.05,22.58,10.73,6.1,37.44,0.0,101.07,5.08,131.56,6.5,117.25
2020,2,22,5.4,5.42,0.65,343.09,97.55,98.58,1.2,7.36,15.1,22.97,11.72,6.65,40.38,0.0,101.32,4.18,133.0,4.48,133.62
2020,2,23,5.5,5.47,0.66,354.27,100.62,100.84,1.27,10.73,16.81,23.78,10.11,8.3,50.75,0.0,101.15,3.34,177.25,5.4,178.19
2020,2,24,5.55,5.53,0.66,351.77,100.91,101.31,1.34,14.19,18.51,24.19,10.99,10.31,63.12,0.0,100.91,3.41,295.25,5.02,297.25
2020,2,25,5.5,5.65,0.65,353.83,100.5,103.43,1.43,16.57,19.77,24.08,10.45,12.02,72.69,0.0,100.78,3.03,273.0,3.38,274.0
2020,2,26,5.96,5.96,0.7,349.74,109.7,110.3,1.63,17.4,20.3,24.16,9.48,12.7,75.31,0.0,100.75,3.67,255.06,3.88,255.94
2020,2,27,5.94,5.99,0.7,351.63,109.13,110.55,1.67,17.9,20.54,24.17,9.22,12.94,75.62,0.0,100.63,4.96,264.56,5.43,265.62
2020,2,28,5.66,5.81,0.66,367.09,106.61,109.7,1.62,18.93,21.17,24.44,7.74,13.73,78.19,0.0,100.36,3.16,240.25,3.15,240.5
2020,2,29,5.27,5.44,0.61,374.12,97.65,100.99,1.32,15.46,19.16,23.87,10.38,11.29,68.5,0.0,100.42,4.73,191.0,5.34,191.56
2020,3,1,5.92,5.91,0.68,365.93,110.51,110.84,1.68,15.83,19.71,24.87,10.59,11.41,66.75,0.0,100.69,4.41,255.88,5.89,258.81
2020,3,2,5.95,5.94,0.68,357.28,109.94,110.3,1.64,13.8,18.83,25.1,10.23,10.07,57.44,0.0,100.76,4.61,246.38,6.05,247.81
2020,3,3,5.98,5.97,0.68,349.73,110.21,110.52,1.63,14.83,18.69,23.93,8.96,10.74,66.06,0.0,100.66,2.72,277.0,3.88,277.56
2020,3,4,6.36,6.35,0.72,352.47,117.77,118.11,1.84,17.24,19.85,23.55,7.2,12.33,74.12,0.0,100.4,3.23,259.75,1.84,260.19
2020,3,5,6.03,6.26,0.68,357.52,112.11,116.65,1.7,12.26,17.31,23.5,7.89,9.22,56.0,0.0,100.19,3.78,271.56,5.64,272.31
2020,3,6,6.48,6.48,0.73,323.52,115.92,116.48,1.69,7.51,14.11,22.67,11.0,6.77,47.0,0.1,100.42,3.62,256.19,5.29,243.06
2020,3,7,6.43,6.41,0.72,329.27,115.88,116.17,1.69,10.05,16.11,23.14,9.7,8.0,51.81,0.0,100.7,4.08,265.31,4.34,265.44
2020,3,8,6.37,6.36,0.71,338.16,115.59,115.84,1.62,12.6,17.41,23.51,8.88,9.34,58.69,0.0,100.78,2.52,226.81,4.17,226.44
2020,3,9,6.27,6.35,0.7,341.98,114.69,116.36,1.56,12.54,17.57,24.38,10.61,9.34,58.56,0.0,100.67,4.66,230.62,6.58,230.5
2020,3,10,6.19,6.37,0.68,350.05,115.39,118.67,1.59,12.94,17.73,23.9,9.48,9.52,58.56,0.0,100.4,5.62,284.75,7.05,285.0
2020,3,11,6.84,6.84,0.75,318.73,122.19,122.51,1.8,7.09,14.0,22.62,9.62,6.65,45.25,0.0,100.41,2.99,300.88,3.41,301.88
2020,3,12,6.52,6.54,0.71,322.53,115.4,116.1,1.57,5.32,12.82,21.3,10.75,5.98,42.44,1.22,100.61,3.14,290.31,2.23,290.81
2020,3,13,6.45,6.48,0.7,330.93,114.69,115.46,1.52,6.18,14.2,23.13,12.07,6.16,40.25,0.0,100.9,4.6,245.62,6.92,244.75
2020,3,14,6.82,6.82,0.73,329.41,123.02,123.32,1.65,9.51,15.88,23.26,9.53,7.51,47.5,0.65,101.0,3.92,268.0,4.62,268.75
2020,3,15,5.89,6.42,0.63,353.66,107.12,116.22,1.6,9.4,16.22,23.58,9.48,7.69,46.5,0.69,100.94,3.52,275.75,5.33,278.19
2020,3,16,6.37,6.5,0.68,346.48,116.57,119.17,1.77,11.07,17.55,24.64,10.01,8.42,46.75,0.0,100.93,3.83,164.38,4.34,164.69
2020,3,17,6.63,6.62,0.7,347.29,120.64,120.95,1.81,10.89,18.19,26.14,12.67,8.36,44.5,0.0,100.89,2.67,196.94,5.05,195.75
2020,3,18,6.7,6.7,0.71,349.8,122.41,122.73,1.77,10.37,18.23,26.58,12.91,8.24,41.69,0.0,100.78,2.36,183.88,4.14,183.0
2020,3,19,6.61,6.8,0.7,353.52,121.2,124.71,1.74,12.94,18.74,25.66,10.7,9.77,53.56,0.0,100.51,4.84,274.25,5.79,274.94
2020,3,20,6.58,6.58,0.69,371.34,124.82,125.26,1.91,18.38,21.1,25.08,8.23,13.37,74.38,0.0,100.38,2.8,255.12,1.89,256.06
2020,3,21,6.04,6.38,0.63,392.8,114.86,121.18,1.89,20.54,22.89,26.66,8.74,15.26,78.38,0.12,100.45,3.3,251.75,3.13,252.69
2020,3,22,5.92,6.51,0.62,394.63,114.66,125.38,1.98,19.64,22.3,26.03,7.56,14.47,75.44,0.18,100.61,6.7,269.56,7.7,271.12
2020,3,23,4.38,6.3,0.45,396.88,86.3,120.3,1.5,18.73,21.36,25.18,7.01,13.61,74.62,1.46,100.59,5.44,211.0,5.95,211.75
2020,3,24,6.24,6.49,0.64,390.66,119.96,124.83,2.01,18.98,21.76,26.15,5.79,13.79,73.06,0.53,100.45,2.9,250.5,3.12,250.88
2020,3,25,4.15,6.7,0.43,386.19,82.97,127.66,1.51,14.25,19.34,26.1,8.3,10.38,56.5,0.0,100.46,1.93,275.19,3.21,275.19
2020,3,26,2.43,6.45,0.25,398.82,51.78,123.86,0.94,15.46,19.7,23.98,5.45,11.05,60.75,4.22,100.66,3.83,252.94,4.23,251.81
2020,3,27,7.09,7.1,0.72,358.99,134.54,134.94,2.23,16.07,19.54,24.39,7.4,11.47,67.81,2.71,100.86,3.2,280.19,3.79,280.06
2020,3,28,6.84,6.94,0.7,366.93,129.1,131.01,2.18,16.77,20.4,25.33,8.71,12.02,67.44,0.0,100.77,2.36,275.88,2.81,277.0
2020,3,29,7.15,7.17,0.73,368.53,135.0,135.5,2.34,16.89,21.12,26.55,11.46,12.33,66.25,0.0,100.6,3.93,230.06,5.25,229.56
2020,3,30,6.97,7.02,0.7,367.86,130.82,131.83,2.21,16.94,21.23,26.67,10.08,12.39,64.56,0.0,100.52,5.36,256.94,6.81,256.06
2020,3,31,6.84,6.88,0.69,381.59,130.89,131.73,2.21,18.2,21.55,26.06,8.67,13.31,70.69,0.01,100.55,4.05,277.19,3.99,278.12
2020,4,1,7.17,7.22,0.72,369.38,135.19,135.43,2.31,18.9,22.08,26.78,8.09,13.85,71.31,0.1,100.62,2.54,268.31,2.21,269.75
2020,4,2,7.24,7.27,0.72,364.07,136.59,136.39,2.32,17.44,21.75,27.87,11.95,12.63,64.12,0.04,100.52,5.8,240.56,6.84,241.06
2020,4,3,7.12,7.12,0.7,378.86,135.14,134.66,2.25,16.97,22.14,28.8,12.32,12.45,59.88,0.0,100.52,5.0,220.12,6.37,219.75
2020,4,4,7.24,7.24,0.72,371.92,136.1,135.56,2.33,16.55,21.73,28.26,11.78,12.33,60.5,0.0,100.55,3.83,288.69,4.43,290.06
2020,4,5,7.24,7.27,0.71,374.96,136.91,136.83,2.32,18.93,22.83,28.44,12.12,14.22,69.69,0.24,100.57,5.44,261.06,6.4,263.5
2020,4,6,7.15,7.26,0.7,378.55,133.99,135.4,2.2,18.87,22.86,28.59,11.55,14.16,68.94,0.11,100.49,4.19,270.25,4.68,271.62
2020,4,7,6.84,7.1,0.67,379.4,129.26,132.98,2.07,19.37,23.42,29.02,10.84,14.71,68.94,0.0,100.32,3.84,277.31,4.8,279.38
2020,4,8,6.74,6.92,0.66,381.84,126.98,129.3,2.0,19.07,23.12,28.96,10.73,14.34,68.12,0.0,100.43,3.88,212.38,4.66,213.25
2020,4,9,7.06,7.11,0.69,373.61,131.74,131.67,2.12,18.99,23.04,28.78,10.2,14.22,67.62,0.0,100.5,3.66,269.19,4.05,270.75
2020,4,10,7.3,7.35,0.71,378.6,138.91,138.4,2.32,19.19,23.47,29.48,10.68,14.28,65.19,0.0,100.56,4.05,242.44,4.96,242.56
2020,4,11,7.24,7.3,0.7,383.72,136.85,136.88,2.24,18.83,23.64,30.17,11.94,14.1,63.12,0.0,100.75,3.43,274.19,4.48,275.88
2020,4,12,7.61,7.64,0.73,373.6,144.47,143.73,2.45,17.76,23.23,30.08,12.36,13.37,59.44,0.0,100.67,2.62,285.88,2.02,286.69
2020,4,13,7.33,7.46,0.7,375.25,139.38,140.69,2.39,19.09,23.21,28.45,7.16,14.22,65.06,0.0,100.47,1.93,266.0,1.2,266.5
2020,4,14,5.86,7.38,0.56,393.66,113.38,139.9,2.04,21.86,24.16,27.19,6.06,16.48,77.56,0.0,100.45,2.53,263.75,1.63,264.31
2020,4,15,6.34,6.95,0.61,406.79,122.89,133.1,2.14,21.55,24.72,29.4,9.44,16.3,72.44,0.0,100.46,2.73,258.94,2.66,260.06
2020,4,16,4.66,6.76,0.45,408.81,92.05,128.34,1.57,21.43,24.6,28.28,9.17,16.3,72.0,0.0,100.29,3.34,268.75,3.86,270.25
2020,4,17,7.19,7.27,0.69,390.35,138.3,138.87,2.45,19.87,24.12,29.62,9.04,15.08,66.0,0.0,100.28,3.58,262.56,3.63,263.38
2020,4,18,7.26,7.35,0.69,393.95,140.55,140.92,2.46,20.85,24.56,29.81,9.13,15.69,68.19,0.0,100.39,2.45,263.12,2.54,263.88
2020,4,19,6.47,7.25,0.62,401.54,125.94,139.09,2.12,21.38,24.66,29.55,8.02,16.17,70.81,0.0,100.33,2.84,261.56,2.28,262.62
2020,4,20,7.05,7.25,0.66,404.02,137.02,139.45,2.35,21.79,25.12,30.3,9.02,16.6,70.88,0.0,100.25,2.98,258.94,3.17,260.12
2020,4,21,7.03,7.21,0.66,407.77,136.74,138.85,2.31,21.37,25.3,30.95,10.04,16.42,68.31,0.09,100.34,3.62,268.19,4.19,269.81
2020,4,22,7.14,7.31,0.67,398.41,137.5,139.38,2.45,22.64,26.09,30.87,8.12,17.58,70.31,0.14,100.18,3.13,252.56,3.3,253.62
2020,4,23,7.36,7.45,0.69,398.62,143.36,143.7,2.62,22.53,26.02,30.78,8.78,17.52,70.5,0.03,100.09,3.52,255.31,2.96,256.38
2020,4,24,6.96,7.39,0.65,397.01,133.09,139.6,2.37,22.69,25.45,29.68,7.13,17.46,74.0,0.1,99.98,4.66,255.44,4.3,256.44
2020,4,25,6.88,7.09,0.64,403.41,131.63,134.2,2.26,22.69,25.79,30.31,9.0,17.58,73.06,0.02,99.97,4.04,249.62,3.58,251.0
2020,4,26,7.35,7.56,0.69,398.51,140.0,142.33,2.47,22.9,26.12,30.94,9.41,17.82,72.69,0.02,100.1,3.52,246.19,2.91,247.25
2020,4,27,7.42,7.51,0.7,395.17,142.3,142.3,2.49,23.22,25.85,30.2,8.88,18.07,76.75,0.04,100.3,3.67,252.88,2.82,253.81
2020,4,28,7.67,7.77,0.71,395.86,147.92,147.88,2.7,22.11,25.44,30.9,9.11,16.97,71.44,0.03,100.42,1.99,255.38,3.27,255.56
2020,4,29,7.59,7.67,0.7,394.5,144.84,144.51,2.56,21.4,25.45,31.36,10.52,16.48,67.94,0.03,100.35,3.2,258.81,3.06,259.5
2020,4,30,7.56,7.69,0.7,397.93,145.59,146.01,2.52,21.88,25.55,31.13,10.2,16.85,69.81,0.04,100.4,3.33,265.06,3.02,265.38
2020,5,1,7.58,7.72,0.7,395.23,145.68,146.31,2.59,23.26,25.98,30.48,8.37,18.07,75.44,1.37,100.32,3.62,258.5,2.64,259.25
2020,5,2,7.08,7.33,0.66,419.01,138.85,141.65,2.45,24.05,26.4,30.3,7.38,18.92,77.81,6.82,100.09,3.91,251.25,3.13,252.06
2020,5,3,7.31,7.43,0.67,414.09,143.72,144.09,2.62,24.74,26.95,30.66,6.68,19.71,79.06,8.99,100.04,3.62,251.31,3.06,252.44
2020,5,4,7.14,7.33,0.66,410.05,139.38,141.11,2.43,24.38,27.0,31.11,7.73,19.41,76.62,11.72,100.16,4.6,251.25,4.53,252.81
2020,5,5,7.23,7.39,0.66,411.23,139.53,140.89,2.38,24.98,26.98,30.2,7.81,19.96,81.31,14.53,100.16,2.69,250.44,2.41,251.94
2020,5,6,7.5,7.61,0.69,406.24,143.9,143.99,2.57,22.38,26.3,31.2,11.25,17.76,70.69,1.97,99.96,2.95,271.88,3.45,274.31
2020,5,7,7.42,7.74,0.68,399.59,141.75,145.59,2.6,23.98,27.05,31.3,9.72,19.29,74.75,0.0,99.96,3.59,248.88,3.62,250.12
2020,5,8,7.57,7.78,0.7,400.45,146.72,148.57,2.75,24.38,26.99,31.09,8.06,19.53,77.0,0.0,100.02,2.95,247.88,2.02,248.5
2020,5,9,7.61,7.77,0.7,402.31,146.52,147.36,2.67,24.09,26.69,31.17,7.62,19.04,76.56,0.0,100.05,2.16,241.06,1.25,241.5
2020,5,10,7.03,7.46,0.64,410.84,135.96,141.89,2.49,24.69,26.92,31.07,7.11,19.59,78.5,0.0,100.02,2.27,244.25,1.34,245.06
2020,5,11,7.36,7.5,0.67,409.35,142.27,143.2,2.62,24.81,27.07,31.01,6.73,19.78,78.31,0.0,100.04,2.56,243.56,1.68,244.38
2020,5,12,7.42,7.5,0.68,408.52,144.32,144.14,2.63,24.51,26.87,31.02,5.55,19.41,77.0,0.01,100.05,2.55,246.44,1.97,247.06
2020,5,13,7.42,7.62,0.67,408.64,145.05,146.93,2.72,23.86,26.57,31.37,6.35,18.62,73.81,0.01,100.03,2.68,243.62,2.6,244.25
2020,5,14,7.54,7.86,0.69,414.2,148.16,152.02,2.8,23.12,26.4,31.75,6.18,17.82,69.06,0.01,100.06,2.77,233.19,2.08,233.62
2020,5,15,7.01,7.17,0.63,410.69,135.11,136.96,2.3,22.31,26.13,32.03,7.79,17.03,65.69,0.0,100.09,4.12,261.19,5.23,261.88
2020,5,16,7.66,7.78,0.7,398.91,147.24,147.38,2.81,23.12,26.15,30.96,7.2,17.88,71.81,18.78,100.08,1.35,268.12,2.12,268.94
2020,5,17,7.3,7.76,0.66,406.5,140.8,147.41,2.6,24.37,26.14,29.22,4.16,19.17,81.5,78.17,100.04,1.48,252.5,1.14,253.19
